"pid","total_commit","total_nonmerge_commit","ageAtActions","contributorsize","time","interventionTRUE","time_after_intervention","nonmerge_commits","language","workflow"
"100060912","2053","1943","10","268","0","0","0","11","C++","2"
"100060912","2053","1943","10","268","1","0","0","87","C++","2"
"100060912","2053","1943","10","268","2","0","0","106","C++","2"
"100060912","2053","1943","10","268","3","0","0","78","C++","2"
"100060912","2053","1943","10","268","4","0","0","72","C++","2"
"100060912","2053","1943","10","268","5","0","0","118","C++","2"
"100060912","2053","1943","10","268","6","0","0","84","C++","2"
"100060912","2053","1943","10","268","7","0","0","63","C++","2"
"100060912","2053","1943","10","268","8","0","0","77","C++","2"
"100060912","2053","1943","10","268","9","0","0","55","C++","2"
"100060912","2053","1943","10","268","10","0","0","60","C++","2"
"100060912","2053","1943","10","268","11","0","0","100","C++","2"
"100060912","2053","1943","10","268","12","1","1","103","C++","2"
"100060912","2053","1943","10","268","13","1","2","85","C++","2"
"100060912","2053","1943","10","268","14","1","3","78","C++","2"
"100060912","2053","1943","10","268","15","1","4","71","C++","2"
"100060912","2053","1943","10","268","16","1","5","68","C++","2"
"100060912","2053","1943","10","268","17","1","6","41","C++","2"
"100060912","2053","1943","10","268","18","1","7","90","C++","2"
"100060912","2053","1943","10","268","19","1","8","70","C++","2"
"100060912","2053","1943","10","268","20","1","9","51","C++","2"
"100060912","2053","1943","10","268","21","1","10","81","C++","2"
"100060912","2053","1943","10","268","22","1","11","92","C++","2"
"100060912","2053","1943","10","268","23","1","12","9","C++","2"
"1005627","11706","11677","12","68","0","0","0","21","C","1"
"1005627","11706","11677","12","68","1","0","0","32","C","1"
"1005627","11706","11677","12","68","2","0","0","5","C","1"
"1005627","11706","11677","12","68","3","0","0","23","C","1"
"1005627","11706","11677","12","68","4","0","0","10","C","1"
"1005627","11706","11677","12","68","5","0","0","11","C","1"
"1005627","11706","11677","12","68","6","0","0","2","C","1"
"1005627","11706","11677","12","68","7","0","0","27","C","1"
"1005627","11706","11677","12","68","8","0","0","6","C","1"
"1005627","11706","11677","12","68","9","0","0","5","C","1"
"1005627","11706","11677","12","68","10","0","0","7","C","1"
"1005627","11706","11677","12","68","11","0","0","14","C","1"
"1005627","11706","11677","12","68","12","1","1","6","C","1"
"1005627","11706","11677","12","68","13","1","2","1","C","1"
"1005627","11706","11677","12","68","14","1","3","2","C","1"
"1005627","11706","11677","12","68","15","1","4","4","C","1"
"1005627","11706","11677","12","68","16","1","5","9","C","1"
"1005627","11706","11677","12","68","17","1","6","1","C","1"
"1005627","11706","11677","12","68","18","1","7","24","C","1"
"1005627","11706","11677","12","68","19","1","8","8","C","1"
"1005627","11706","11677","12","68","20","1","9","7","C","1"
"1005627","11706","11677","12","68","21","1","10","7","C","1"
"1005627","11706","11677","12","68","22","1","11","1","C","1"
"1005627","11706","11677","12","68","23","1","12","9","C","1"
"100624553","2676","2138","12","27","0","0","0","42","Kotlin","5"
"100624553","2676","2138","12","27","1","0","0","41","Kotlin","5"
"100624553","2676","2138","12","27","2","0","0","41","Kotlin","5"
"100624553","2676","2138","12","27","3","0","0","72","Kotlin","5"
"100624553","2676","2138","12","27","4","0","0","36","Kotlin","5"
"100624553","2676","2138","12","27","5","0","0","90","Kotlin","5"
"100624553","2676","2138","12","27","6","0","0","43","Kotlin","5"
"100624553","2676","2138","12","27","7","0","0","130","Kotlin","5"
"100624553","2676","2138","12","27","8","0","0","65","Kotlin","5"
"100624553","2676","2138","12","27","9","0","0","59","Kotlin","5"
"100624553","2676","2138","12","27","10","0","0","76","Kotlin","5"
"100624553","2676","2138","12","27","11","0","0","36","Kotlin","5"
"100624553","2676","2138","12","27","12","1","1","48","Kotlin","5"
"100624553","2676","2138","12","27","13","1","2","26","Kotlin","5"
"100624553","2676","2138","12","27","14","1","3","70","Kotlin","5"
"100624553","2676","2138","12","27","15","1","4","45","Kotlin","5"
"100624553","2676","2138","12","27","16","1","5","51","Kotlin","5"
"100624553","2676","2138","12","27","17","1","6","26","Kotlin","5"
"100624553","2676","2138","12","27","18","1","7","22","Kotlin","5"
"100624553","2676","2138","12","27","19","1","8","16","Kotlin","5"
"100624553","2676","2138","12","27","20","1","9","19","Kotlin","5"
"100624553","2676","2138","12","27","21","1","10","36","Kotlin","5"
"100624553","2676","2138","12","27","22","1","11","40","Kotlin","5"
"100624553","2676","2138","12","27","23","1","12","22","Kotlin","5"
"100982449","2234","2228","12","345","0","0","0","28","Go","8"
"100982449","2234","2228","12","345","1","0","0","15","Go","8"
"100982449","2234","2228","12","345","2","0","0","17","Go","8"
"100982449","2234","2228","12","345","3","0","0","23","Go","8"
"100982449","2234","2228","12","345","4","0","0","20","Go","8"
"100982449","2234","2228","12","345","5","0","0","28","Go","8"
"100982449","2234","2228","12","345","6","0","0","25","Go","8"
"100982449","2234","2228","12","345","7","0","0","27","Go","8"
"100982449","2234","2228","12","345","8","0","0","20","Go","8"
"100982449","2234","2228","12","345","9","0","0","37","Go","8"
"100982449","2234","2228","12","345","10","0","0","20","Go","8"
"100982449","2234","2228","12","345","11","0","0","40","Go","8"
"100982449","2234","2228","12","345","12","1","1","108","Go","8"
"100982449","2234","2228","12","345","13","1","2","113","Go","8"
"100982449","2234","2228","12","345","14","1","3","141","Go","8"
"100982449","2234","2228","12","345","15","1","4","89","Go","8"
"100982449","2234","2228","12","345","16","1","5","101","Go","8"
"100982449","2234","2228","12","345","17","1","6","105","Go","8"
"100982449","2234","2228","12","345","18","1","7","99","Go","8"
"100982449","2234","2228","12","345","19","1","8","99","Go","8"
"100982449","2234","2228","12","345","20","1","9","97","Go","8"
"100982449","2234","2228","12","345","21","1","10","81","Go","8"
"100982449","2234","2228","12","345","22","1","11","78","Go","8"
"100982449","2234","2228","12","345","23","1","12","48","Go","8"
"101394335","2273","2216","13","251","0","0","0","27","TypeScript","5"
"101394335","2273","2216","13","251","1","0","0","63","TypeScript","5"
"101394335","2273","2216","13","251","2","0","0","47","TypeScript","5"
"101394335","2273","2216","13","251","3","0","0","64","TypeScript","5"
"101394335","2273","2216","13","251","4","0","0","54","TypeScript","5"
"101394335","2273","2216","13","251","5","0","0","76","TypeScript","5"
"101394335","2273","2216","13","251","6","0","0","35","TypeScript","5"
"101394335","2273","2216","13","251","7","0","0","7","TypeScript","5"
"101394335","2273","2216","13","251","8","0","0","16","TypeScript","5"
"101394335","2273","2216","13","251","9","0","0","16","TypeScript","5"
"101394335","2273","2216","13","251","10","0","0","32","TypeScript","5"
"101394335","2273","2216","13","251","11","0","0","22","TypeScript","5"
"101394335","2273","2216","13","251","12","1","1","12","TypeScript","5"
"101394335","2273","2216","13","251","13","1","2","36","TypeScript","5"
"101394335","2273","2216","13","251","14","1","3","35","TypeScript","5"
"101394335","2273","2216","13","251","15","1","4","11","TypeScript","5"
"101394335","2273","2216","13","251","16","1","5","15","TypeScript","5"
"101394335","2273","2216","13","251","17","1","6","24","TypeScript","5"
"101394335","2273","2216","13","251","18","1","7","11","TypeScript","5"
"101394335","2273","2216","13","251","19","1","8","21","TypeScript","5"
"101394335","2273","2216","13","251","20","1","9","5","TypeScript","5"
"101394335","2273","2216","13","251","21","1","10","7","TypeScript","5"
"101394335","2273","2216","13","251","22","1","11","12","TypeScript","5"
"101394335","2273","2216","13","251","23","1","12","22","TypeScript","5"
"101643617","12137","11729","13","41","0","0","0","61","C++","3"
"101643617","12137","11729","13","41","1","0","0","420","C++","3"
"101643617","12137","11729","13","41","2","0","0","152","C++","3"
"101643617","12137","11729","13","41","3","0","0","111","C++","3"
"101643617","12137","11729","13","41","4","0","0","672","C++","3"
"101643617","12137","11729","13","41","5","0","0","97","C++","3"
"101643617","12137","11729","13","41","6","0","0","111","C++","3"
"101643617","12137","11729","13","41","7","0","0","88","C++","3"
"101643617","12137","11729","13","41","8","0","0","581","C++","3"
"101643617","12137","11729","13","41","9","0","0","282","C++","3"
"101643617","12137","11729","13","41","10","0","0","35","C++","3"
"101643617","12137","11729","13","41","11","0","0","40","C++","3"
"101643617","12137","11729","13","41","12","1","1","12","C++","3"
"101643617","12137","11729","13","41","13","1","2","778","C++","3"
"101643617","12137","11729","13","41","14","1","3","187","C++","3"
"101643617","12137","11729","13","41","15","1","4","132","C++","3"
"101643617","12137","11729","13","41","16","1","5","56","C++","3"
"101643617","12137","11729","13","41","17","1","6","439","C++","3"
"101643617","12137","11729","13","41","18","1","7","45","C++","3"
"101643617","12137","11729","13","41","19","1","8","7","C++","3"
"101643617","12137","11729","13","41","20","1","9","4","C++","3"
"101643617","12137","11729","13","41","21","1","10","63","C++","3"
"101643617","12137","11729","13","41","22","1","11","457","C++","3"
"101643617","12137","11729","13","41","23","1","12","79","C++","3"
"101767772","7967","7480","13","232","0","0","0","155","Rust","3"
"101767772","7967","7480","13","232","1","0","0","48","Rust","3"
"101767772","7967","7480","13","232","2","0","0","69","Rust","3"
"101767772","7967","7480","13","232","3","0","0","105","Rust","3"
"101767772","7967","7480","13","232","4","0","0","98","Rust","3"
"101767772","7967","7480","13","232","5","0","0","92","Rust","3"
"101767772","7967","7480","13","232","6","0","0","71","Rust","3"
"101767772","7967","7480","13","232","7","0","0","140","Rust","3"
"101767772","7967","7480","13","232","8","0","0","161","Rust","3"
"101767772","7967","7480","13","232","9","0","0","289","Rust","3"
"101767772","7967","7480","13","232","10","0","0","177","Rust","3"
"101767772","7967","7480","13","232","11","0","0","226","Rust","3"
"101767772","7967","7480","13","232","12","1","1","214","Rust","3"
"101767772","7967","7480","13","232","13","1","2","205","Rust","3"
"101767772","7967","7480","13","232","14","1","3","226","Rust","3"
"101767772","7967","7480","13","232","15","1","4","175","Rust","3"
"101767772","7967","7480","13","232","16","1","5","162","Rust","3"
"101767772","7967","7480","13","232","17","1","6","194","Rust","3"
"101767772","7967","7480","13","232","18","1","7","198","Rust","3"
"101767772","7967","7480","13","232","19","1","8","119","Rust","3"
"101767772","7967","7480","13","232","20","1","9","103","Rust","3"
"101767772","7967","7480","13","232","21","1","10","119","Rust","3"
"101767772","7967","7480","13","232","22","1","11","130","Rust","3"
"101767772","7967","7480","13","232","23","1","12","118","Rust","3"
"101782647","1809","1791","13","231","0","0","0","13","Python","3"
"101782647","1809","1791","13","231","1","0","0","29","Python","3"
"101782647","1809","1791","13","231","2","0","0","25","Python","3"
"101782647","1809","1791","13","231","3","0","0","28","Python","3"
"101782647","1809","1791","13","231","4","0","0","63","Python","3"
"101782647","1809","1791","13","231","5","0","0","79","Python","3"
"101782647","1809","1791","13","231","6","0","0","48","Python","3"
"101782647","1809","1791","13","231","7","0","0","77","Python","3"
"101782647","1809","1791","13","231","8","0","0","70","Python","3"
"101782647","1809","1791","13","231","9","0","0","31","Python","3"
"101782647","1809","1791","13","231","10","0","0","37","Python","3"
"101782647","1809","1791","13","231","11","0","0","48","Python","3"
"101782647","1809","1791","13","231","12","1","1","65","Python","3"
"101782647","1809","1791","13","231","13","1","2","45","Python","3"
"101782647","1809","1791","13","231","14","1","3","69","Python","3"
"101782647","1809","1791","13","231","15","1","4","51","Python","3"
"101782647","1809","1791","13","231","16","1","5","28","Python","3"
"101782647","1809","1791","13","231","17","1","6","36","Python","3"
"101782647","1809","1791","13","231","18","1","7","29","Python","3"
"101782647","1809","1791","13","231","19","1","8","60","Python","3"
"101782647","1809","1791","13","231","20","1","9","36","Python","3"
"101782647","1809","1791","13","231","21","1","10","84","Python","3"
"101782647","1809","1791","13","231","22","1","11","70","Python","3"
"101782647","1809","1791","13","231","23","1","12","51","Python","3"
"102578345","3088","2897","13","212","0","0","0","107","C","2"
"102578345","3088","2897","13","212","1","0","0","35","C","2"
"102578345","3088","2897","13","212","2","0","0","34","C","2"
"102578345","3088","2897","13","212","3","0","0","42","C","2"
"102578345","3088","2897","13","212","4","0","0","97","C","2"
"102578345","3088","2897","13","212","5","0","0","31","C","2"
"102578345","3088","2897","13","212","6","0","0","21","C","2"
"102578345","3088","2897","13","212","7","0","0","19","C","2"
"102578345","3088","2897","13","212","8","0","0","13","C","2"
"102578345","3088","2897","13","212","9","0","0","27","C","2"
"102578345","3088","2897","13","212","10","0","0","161","C","2"
"102578345","3088","2897","13","212","11","0","0","118","C","2"
"102578345","3088","2897","13","212","12","1","1","63","C","2"
"102578345","3088","2897","13","212","13","1","2","211","C","2"
"102578345","3088","2897","13","212","14","1","3","262","C","2"
"102578345","3088","2897","13","212","15","1","4","85","C","2"
"102578345","3088","2897","13","212","16","1","5","60","C","2"
"102578345","3088","2897","13","212","17","1","6","103","C","2"
"102578345","3088","2897","13","212","18","1","7","123","C","2"
"102578345","3088","2897","13","212","19","1","8","25","C","2"
"102578345","3088","2897","13","212","20","1","9","33","C","2"
"102578345","3088","2897","13","212","21","1","10","36","C","2"
"102578345","3088","2897","13","212","22","1","11","19","C","2"
"102578345","3088","2897","13","212","23","1","12","43","C","2"
"10270722","1353","1353","13","373","0","0","0","14","Go","1"
"10270722","1353","1353","13","373","1","0","0","18","Go","1"
"10270722","1353","1353","13","373","2","0","0","9","Go","1"
"10270722","1353","1353","13","373","3","0","0","20","Go","1"
"10270722","1353","1353","13","373","4","0","0","12","Go","1"
"10270722","1353","1353","13","373","5","0","0","6","Go","1"
"10270722","1353","1353","13","373","6","0","0","26","Go","1"
"10270722","1353","1353","13","373","7","0","0","7","Go","1"
"10270722","1353","1353","13","373","8","0","0","11","Go","1"
"10270722","1353","1353","13","373","9","0","0","8","Go","1"
"10270722","1353","1353","13","373","10","0","0","17","Go","1"
"10270722","1353","1353","13","373","11","0","0","24","Go","1"
"10270722","1353","1353","13","373","12","1","1","27","Go","1"
"10270722","1353","1353","13","373","13","1","2","21","Go","1"
"10270722","1353","1353","13","373","14","1","3","12","Go","1"
"10270722","1353","1353","13","373","15","1","4","18","Go","1"
"10270722","1353","1353","13","373","16","1","5","13","Go","1"
"10270722","1353","1353","13","373","17","1","6","11","Go","1"
"10270722","1353","1353","13","373","18","1","7","3","Go","1"
"10270722","1353","1353","13","373","19","1","8","19","Go","1"
"10270722","1353","1353","13","373","20","1","9","5","Go","1"
"10270722","1353","1353","13","373","21","1","10","1","Go","1"
"10270722","1353","1353","13","373","22","1","11","5","Go","1"
"10270722","1353","1353","13","373","23","1","12","111","Go","1"
"102908804","728","728","13","48","0","0","0","9","Python","5"
"102908804","728","728","13","48","1","0","0","47","Python","5"
"102908804","728","728","13","48","2","0","0","15","Python","5"
"102908804","728","728","13","48","3","0","0","16","Python","5"
"102908804","728","728","13","48","4","0","0","36","Python","5"
"102908804","728","728","13","48","5","0","0","29","Python","5"
"102908804","728","728","13","48","6","0","0","32","Python","5"
"102908804","728","728","13","48","7","0","0","16","Python","5"
"102908804","728","728","13","48","8","0","0","18","Python","5"
"102908804","728","728","13","48","9","0","0","17","Python","5"
"102908804","728","728","13","48","10","0","0","16","Python","5"
"102908804","728","728","13","48","11","0","0","16","Python","5"
"102908804","728","728","13","48","12","1","1","3","Python","5"
"102908804","728","728","13","48","13","1","2","7","Python","5"
"102908804","728","728","13","48","14","1","3","9","Python","5"
"102908804","728","728","13","48","15","1","4","10","Python","5"
"102908804","728","728","13","48","16","1","5","21","Python","5"
"102908804","728","728","13","48","17","1","6","18","Python","5"
"102908804","728","728","13","48","18","1","7","29","Python","5"
"102908804","728","728","13","48","19","1","8","15","Python","5"
"102908804","728","728","13","48","20","1","9","20","Python","5"
"102908804","728","728","13","48","21","1","10","24","Python","5"
"102908804","728","728","13","48","22","1","11","18","Python","5"
"102908804","728","728","13","48","23","1","12","16","Python","5"
"103043228","730","645","12","20","0","0","0","26","C#","1"
"103043228","730","645","12","20","1","0","0","37","C#","1"
"103043228","730","645","12","20","2","0","0","31","C#","1"
"103043228","730","645","12","20","3","0","0","25","C#","1"
"103043228","730","645","12","20","4","0","0","20","C#","1"
"103043228","730","645","12","20","5","0","0","7","C#","1"
"103043228","730","645","12","20","6","0","0","9","C#","1"
"103043228","730","645","12","20","7","0","0","10","C#","1"
"103043228","730","645","12","20","8","0","0","3","C#","1"
"103043228","730","645","12","20","9","0","0","23","C#","1"
"103043228","730","645","12","20","10","0","0","34","C#","1"
"103043228","730","645","12","20","11","0","0","10","C#","1"
"103043228","730","645","12","20","12","1","1","19","C#","1"
"103043228","730","645","12","20","13","1","2","15","C#","1"
"103043228","730","645","12","20","14","1","3","8","C#","1"
"103043228","730","645","12","20","15","1","4","5","C#","1"
"103043228","730","645","12","20","16","1","5","8","C#","1"
"103043228","730","645","12","20","17","1","6","13","C#","1"
"103043228","730","645","12","20","18","1","7","9","C#","1"
"103043228","730","645","12","20","19","1","8","19","C#","1"
"103043228","730","645","12","20","20","1","9","8","C#","1"
"103043228","730","645","12","20","21","1","10","13","C#","1"
"103043228","730","645","12","20","22","1","11","4","C#","1"
"103043228","730","645","12","20","23","1","12","8","C#","1"
"103071520","7287","5636","10","153","0","0","0","22","Python","2"
"103071520","7287","5636","10","153","1","0","0","160","Python","2"
"103071520","7287","5636","10","153","2","0","0","191","Python","2"
"103071520","7287","5636","10","153","3","0","0","443","Python","2"
"103071520","7287","5636","10","153","4","0","0","378","Python","2"
"103071520","7287","5636","10","153","5","0","0","494","Python","2"
"103071520","7287","5636","10","153","6","0","0","371","Python","2"
"103071520","7287","5636","10","153","7","0","0","298","Python","2"
"103071520","7287","5636","10","153","8","0","0","106","Python","2"
"103071520","7287","5636","10","153","9","0","0","139","Python","2"
"103071520","7287","5636","10","153","10","0","0","96","Python","2"
"103071520","7287","5636","10","153","11","0","0","378","Python","2"
"103071520","7287","5636","10","153","12","1","1","268","Python","2"
"103071520","7287","5636","10","153","13","1","2","172","Python","2"
"103071520","7287","5636","10","153","14","1","3","97","Python","2"
"103071520","7287","5636","10","153","15","1","4","71","Python","2"
"103071520","7287","5636","10","153","16","1","5","105","Python","2"
"103071520","7287","5636","10","153","17","1","6","47","Python","2"
"103071520","7287","5636","10","153","18","1","7","47","Python","2"
"103071520","7287","5636","10","153","19","1","8","36","Python","2"
"103071520","7287","5636","10","153","20","1","9","77","Python","2"
"103071520","7287","5636","10","153","21","1","10","31","Python","2"
"103071520","7287","5636","10","153","22","1","11","128","Python","2"
"103071520","7287","5636","10","153","23","1","12","38","Python","2"
"10332822","40000","34130","13","232","0","0","0","62","Python","3"
"10332822","40000","34130","13","232","1","0","0","81","Python","3"
"10332822","40000","34130","13","232","2","0","0","74","Python","3"
"10332822","40000","34130","13","232","3","0","0","260","Python","3"
"10332822","40000","34130","13","232","4","0","0","248","Python","3"
"10332822","40000","34130","13","232","5","0","0","202","Python","3"
"10332822","40000","34130","13","232","6","0","0","117","Python","3"
"10332822","40000","34130","13","232","7","0","0","68","Python","3"
"10332822","40000","34130","13","232","8","0","0","79","Python","3"
"10332822","40000","34130","13","232","9","0","0","585","Python","3"
"10332822","40000","34130","13","232","10","0","0","281","Python","3"
"10332822","40000","34130","13","232","11","0","0","153","Python","3"
"10332822","40000","34130","13","232","12","1","1","106","Python","3"
"10332822","40000","34130","13","232","13","1","2","162","Python","3"
"10332822","40000","34130","13","232","14","1","3","155","Python","3"
"10332822","40000","34130","13","232","15","1","4","141","Python","3"
"10332822","40000","34130","13","232","16","1","5","151","Python","3"
"10332822","40000","34130","13","232","17","1","6","91","Python","3"
"10332822","40000","34130","13","232","18","1","7","73","Python","3"
"10332822","40000","34130","13","232","19","1","8","510","Python","3"
"10332822","40000","34130","13","232","20","1","9","203","Python","3"
"10332822","40000","34130","13","232","21","1","10","337","Python","3"
"10332822","40000","34130","13","232","22","1","11","239","Python","3"
"10332822","40000","34130","13","232","23","1","12","339","Python","3"
"10353211","871","703","13","36","0","0","0","27","TypeScript","2"
"10353211","871","703","13","36","1","0","0","8","TypeScript","2"
"10353211","871","703","13","36","2","0","0","19","TypeScript","2"
"10353211","871","703","13","36","3","0","0","8","TypeScript","2"
"10353211","871","703","13","36","4","0","0","11","TypeScript","2"
"10353211","871","703","13","36","5","0","0","8","TypeScript","2"
"10353211","871","703","13","36","6","0","0","6","TypeScript","2"
"10353211","871","703","13","36","7","0","0","9","TypeScript","2"
"10353211","871","703","13","36","8","0","0","7","TypeScript","2"
"10353211","871","703","13","36","9","0","0","11","TypeScript","2"
"10353211","871","703","13","36","10","0","0","2","TypeScript","2"
"10353211","871","703","13","36","11","0","0","13","TypeScript","2"
"10353211","871","703","13","36","12","1","1","2","TypeScript","2"
"10353211","871","703","13","36","13","1","2","5","TypeScript","2"
"10353211","871","703","13","36","14","1","3","25","TypeScript","2"
"10353211","871","703","13","36","15","1","4","27","TypeScript","2"
"10353211","871","703","13","36","16","1","5","27","TypeScript","2"
"10353211","871","703","13","36","17","1","6","11","TypeScript","2"
"10353211","871","703","13","36","18","1","7","18","TypeScript","2"
"10353211","871","703","13","36","19","1","8","48","TypeScript","2"
"10353211","871","703","13","36","20","1","9","13","TypeScript","2"
"10353211","871","703","13","36","21","1","10","2","TypeScript","2"
"10353211","871","703","13","36","22","1","11","7","TypeScript","2"
"10353211","871","703","13","36","23","1","12","10","TypeScript","2"
"103766152","4147","2217","13","422","0","0","0","10","Ruby","6"
"103766152","4147","2217","13","422","1","0","0","48","Ruby","6"
"103766152","4147","2217","13","422","2","0","0","53","Ruby","6"
"103766152","4147","2217","13","422","3","0","0","39","Ruby","6"
"103766152","4147","2217","13","422","4","0","0","58","Ruby","6"
"103766152","4147","2217","13","422","5","0","0","56","Ruby","6"
"103766152","4147","2217","13","422","6","0","0","34","Ruby","6"
"103766152","4147","2217","13","422","7","0","0","10","Ruby","6"
"103766152","4147","2217","13","422","8","0","0","25","Ruby","6"
"103766152","4147","2217","13","422","9","0","0","75","Ruby","6"
"103766152","4147","2217","13","422","10","0","0","53","Ruby","6"
"103766152","4147","2217","13","422","11","0","0","36","Ruby","6"
"103766152","4147","2217","13","422","12","1","1","46","Ruby","6"
"103766152","4147","2217","13","422","13","1","2","31","Ruby","6"
"103766152","4147","2217","13","422","14","1","3","81","Ruby","6"
"103766152","4147","2217","13","422","15","1","4","24","Ruby","6"
"103766152","4147","2217","13","422","16","1","5","48","Ruby","6"
"103766152","4147","2217","13","422","17","1","6","51","Ruby","6"
"103766152","4147","2217","13","422","18","1","7","85","Ruby","6"
"103766152","4147","2217","13","422","19","1","8","51","Ruby","6"
"103766152","4147","2217","13","422","20","1","9","56","Ruby","6"
"103766152","4147","2217","13","422","21","1","10","99","Ruby","6"
"103766152","4147","2217","13","422","22","1","11","67","Ruby","6"
"103766152","4147","2217","13","422","23","1","12","66","Ruby","6"
"103851485","4114","3490","13","44","0","0","0","112","TypeScript","5"
"103851485","4114","3490","13","44","1","0","0","92","TypeScript","5"
"103851485","4114","3490","13","44","2","0","0","70","TypeScript","5"
"103851485","4114","3490","13","44","3","0","0","64","TypeScript","5"
"103851485","4114","3490","13","44","4","0","0","71","TypeScript","5"
"103851485","4114","3490","13","44","5","0","0","96","TypeScript","5"
"103851485","4114","3490","13","44","6","0","0","151","TypeScript","5"
"103851485","4114","3490","13","44","7","0","0","71","TypeScript","5"
"103851485","4114","3490","13","44","8","0","0","21","TypeScript","5"
"103851485","4114","3490","13","44","9","0","0","46","TypeScript","5"
"103851485","4114","3490","13","44","10","0","0","50","TypeScript","5"
"103851485","4114","3490","13","44","11","0","0","70","TypeScript","5"
"103851485","4114","3490","13","44","12","1","1","52","TypeScript","5"
"103851485","4114","3490","13","44","13","1","2","52","TypeScript","5"
"103851485","4114","3490","13","44","14","1","3","35","TypeScript","5"
"103851485","4114","3490","13","44","15","1","4","63","TypeScript","5"
"103851485","4114","3490","13","44","16","1","5","153","TypeScript","5"
"103851485","4114","3490","13","44","17","1","6","51","TypeScript","5"
"103851485","4114","3490","13","44","18","1","7","95","TypeScript","5"
"103851485","4114","3490","13","44","19","1","8","87","TypeScript","5"
"103851485","4114","3490","13","44","20","1","9","72","TypeScript","5"
"103851485","4114","3490","13","44","21","1","10","21","TypeScript","5"
"103851485","4114","3490","13","44","22","1","11","68","TypeScript","5"
"103851485","4114","3490","13","44","23","1","12","82","TypeScript","5"
"1040867","11323","10949","13","64","0","0","0","159","JavaScript","1"
"1040867","11323","10949","13","64","1","0","0","93","JavaScript","1"
"1040867","11323","10949","13","64","2","0","0","453","JavaScript","1"
"1040867","11323","10949","13","64","3","0","0","386","JavaScript","1"
"1040867","11323","10949","13","64","4","0","0","127","JavaScript","1"
"1040867","11323","10949","13","64","5","0","0","182","JavaScript","1"
"1040867","11323","10949","13","64","6","0","0","131","JavaScript","1"
"1040867","11323","10949","13","64","7","0","0","16","JavaScript","1"
"1040867","11323","10949","13","64","8","0","0","56","JavaScript","1"
"1040867","11323","10949","13","64","9","0","0","61","JavaScript","1"
"1040867","11323","10949","13","64","10","0","0","136","JavaScript","1"
"1040867","11323","10949","13","64","11","0","0","86","JavaScript","1"
"1040867","11323","10949","13","64","12","1","1","135","JavaScript","1"
"1040867","11323","10949","13","64","13","1","2","95","JavaScript","1"
"1040867","11323","10949","13","64","14","1","3","168","JavaScript","1"
"1040867","11323","10949","13","64","15","1","4","175","JavaScript","1"
"1040867","11323","10949","13","64","16","1","5","63","JavaScript","1"
"1040867","11323","10949","13","64","17","1","6","55","JavaScript","1"
"1040867","11323","10949","13","64","18","1","7","130","JavaScript","1"
"1040867","11323","10949","13","64","19","1","8","111","JavaScript","1"
"1040867","11323","10949","13","64","20","1","9","45","JavaScript","1"
"1040867","11323","10949","13","64","21","1","10","153","JavaScript","1"
"1040867","11323","10949","13","64","22","1","11","139","JavaScript","1"
"1040867","11323","10949","13","64","23","1","12","35","JavaScript","1"
"104133653","1298","1228","13","78","0","0","0","12","TypeScript","6"
"104133653","1298","1228","13","78","1","0","0","14","TypeScript","6"
"104133653","1298","1228","13","78","2","0","0","10","TypeScript","6"
"104133653","1298","1228","13","78","3","0","0","48","TypeScript","6"
"104133653","1298","1228","13","78","4","0","0","73","TypeScript","6"
"104133653","1298","1228","13","78","5","0","0","74","TypeScript","6"
"104133653","1298","1228","13","78","6","0","0","32","TypeScript","6"
"104133653","1298","1228","13","78","7","0","0","5","TypeScript","6"
"104133653","1298","1228","13","78","8","0","0","38","TypeScript","6"
"104133653","1298","1228","13","78","9","0","0","26","TypeScript","6"
"104133653","1298","1228","13","78","10","0","0","19","TypeScript","6"
"104133653","1298","1228","13","78","11","0","0","47","TypeScript","6"
"104133653","1298","1228","13","78","12","1","1","2","TypeScript","6"
"104133653","1298","1228","13","78","13","1","2","76","TypeScript","6"
"104133653","1298","1228","13","78","14","1","3","16","TypeScript","6"
"104133653","1298","1228","13","78","15","1","4","52","TypeScript","6"
"104133653","1298","1228","13","78","16","1","5","37","TypeScript","6"
"104133653","1298","1228","13","78","17","1","6","40","TypeScript","6"
"104133653","1298","1228","13","78","18","1","7","21","TypeScript","6"
"104133653","1298","1228","13","78","19","1","8","42","TypeScript","6"
"104133653","1298","1228","13","78","20","1","9","34","TypeScript","6"
"104133653","1298","1228","13","78","21","1","10","11","TypeScript","6"
"104133653","1298","1228","13","78","22","1","11","14","TypeScript","6"
"104133653","1298","1228","13","78","23","1","12","10","TypeScript","6"
"104629023","3185","3138","13","83","0","0","0","28","Assembly","2"
"104629023","3185","3138","13","83","1","0","0","109","Assembly","2"
"104629023","3185","3138","13","83","2","0","0","175","Assembly","2"
"104629023","3185","3138","13","83","3","0","0","133","Assembly","2"
"104629023","3185","3138","13","83","4","0","0","118","Assembly","2"
"104629023","3185","3138","13","83","5","0","0","57","Assembly","2"
"104629023","3185","3138","13","83","6","0","0","109","Assembly","2"
"104629023","3185","3138","13","83","7","0","0","147","Assembly","2"
"104629023","3185","3138","13","83","8","0","0","139","Assembly","2"
"104629023","3185","3138","13","83","9","0","0","70","Assembly","2"
"104629023","3185","3138","13","83","10","0","0","213","Assembly","2"
"104629023","3185","3138","13","83","11","0","0","162","Assembly","2"
