pid,total_commit,total_nonmerge_commit,ageAtActions,contributorsize,time,interventionTRUE,time_after_intervention,closedissues,language
100060912,2053,1943,32,268,1,0,0,12,C++
100060912,2053,1943,32,268,2,0,0,229,C++
100060912,2053,1943,32,268,3,0,0,355,C++
100060912,2053,1943,32,268,4,0,0,568,C++
100060912,2053,1943,32,268,5,0,0,365,C++
100060912,2053,1943,32,268,6,0,0,274,C++
100060912,2053,1943,32,268,7,0,0,349,C++
100060912,2053,1943,32,268,8,0,0,345,C++
100060912,2053,1943,32,268,9,0,0,330,C++
100060912,2053,1943,32,268,10,0,0,205,C++
100060912,2053,1943,32,268,11,0,0,322,C++
100060912,2053,1943,32,268,12,0,0,354,C++
100060912,2053,1943,32,268,13,1,1,466,C++
100060912,2053,1943,32,268,14,1,2,505,C++
100060912,2053,1943,32,268,15,1,3,385,C++
100060912,2053,1943,32,268,16,1,4,340,C++
100060912,2053,1943,32,268,17,1,5,287,C++
100060912,2053,1943,32,268,18,1,6,251,C++
100060912,2053,1943,32,268,19,1,7,329,C++
100060912,2053,1943,32,268,20,1,8,279,C++
100060912,2053,1943,32,268,21,1,9,202,C++
100060912,2053,1943,32,268,22,1,10,285,C++
100060912,2053,1943,32,268,23,1,11,346,C++
100060912,2053,1943,32,268,24,1,12,128,C++
100355112,644,550,30,25,1,0,0,6,PHP
100355112,644,550,30,25,2,0,0,4,PHP
100355112,644,550,30,25,3,0,0,7,PHP
100355112,644,550,30,25,4,0,0,4,PHP
100355112,644,550,30,25,5,0,0,3,PHP
100355112,644,550,30,25,6,0,0,9,PHP
100355112,644,550,30,25,7,0,0,11,PHP
100355112,644,550,30,25,8,0,0,12,PHP
100355112,644,550,30,25,9,0,0,4,PHP
100355112,644,550,30,25,10,0,0,7,PHP
100355112,644,550,30,25,11,0,0,15,PHP
100355112,644,550,30,25,12,0,0,7,PHP
100355112,644,550,30,25,13,1,1,3,PHP
100355112,644,550,30,25,14,1,2,3,PHP
100355112,644,550,30,25,15,1,3,6,PHP
100355112,644,550,30,25,16,1,4,3,PHP
100355112,644,550,30,25,17,1,5,6,PHP
100355112,644,550,30,25,18,1,6,9,PHP
100355112,644,550,30,25,19,1,7,13,PHP
100355112,644,550,30,25,20,1,8,1,PHP
100355112,644,550,30,25,21,1,9,4,PHP
100355112,644,550,30,25,22,1,10,3,PHP
100355112,644,550,30,25,23,1,11,4,PHP
100355112,644,550,30,25,24,1,12,1,PHP
100427737,2396,1619,30,42,1,0,0,9,JavaScript
100427737,2396,1619,30,42,2,0,0,25,JavaScript
100427737,2396,1619,30,42,3,0,0,15,JavaScript
100427737,2396,1619,30,42,4,0,0,8,JavaScript
100427737,2396,1619,30,42,5,0,0,2,JavaScript
100427737,2396,1619,30,42,6,0,0,13,JavaScript
100427737,2396,1619,30,42,7,0,0,8,JavaScript
100427737,2396,1619,30,42,8,0,0,61,JavaScript
100427737,2396,1619,30,42,9,0,0,16,JavaScript
100427737,2396,1619,30,42,10,0,0,1,JavaScript
100427737,2396,1619,30,42,11,0,0,10,JavaScript
100427737,2396,1619,30,42,12,0,0,3,JavaScript
100427737,2396,1619,30,42,13,1,1,7,JavaScript
100427737,2396,1619,30,42,14,1,2,5,JavaScript
100427737,2396,1619,30,42,15,1,3,9,JavaScript
100427737,2396,1619,30,42,16,1,4,2,JavaScript
100427737,2396,1619,30,42,17,1,5,4,JavaScript
100427737,2396,1619,30,42,18,1,6,7,JavaScript
100427737,2396,1619,30,42,19,1,7,2,JavaScript
100427737,2396,1619,30,42,20,1,8,5,JavaScript
100427737,2396,1619,30,42,21,1,9,2,JavaScript
100427737,2396,1619,30,42,22,1,10,3,JavaScript
100427737,2396,1619,30,42,23,1,11,3,JavaScript
100427737,2396,1619,30,42,24,1,12,3,JavaScript
100624553,2676,2138,30,27,1,0,0,15,Kotlin
100624553,2676,2138,30,27,2,0,0,13,Kotlin
100624553,2676,2138,30,27,3,0,0,8,Kotlin
100624553,2676,2138,30,27,4,0,0,22,Kotlin
100624553,2676,2138,30,27,5,0,0,9,Kotlin
100624553,2676,2138,30,27,6,0,0,26,Kotlin
100624553,2676,2138,30,27,7,0,0,18,Kotlin
100624553,2676,2138,30,27,8,0,0,75,Kotlin
100624553,2676,2138,30,27,9,0,0,32,Kotlin
100624553,2676,2138,30,27,10,0,0,25,Kotlin
100624553,2676,2138,30,27,11,0,0,32,Kotlin
100624553,2676,2138,30,27,12,0,0,14,Kotlin
100624553,2676,2138,30,27,13,1,1,7,Kotlin
100624553,2676,2138,30,27,14,1,2,10,Kotlin
100624553,2676,2138,30,27,15,1,3,18,Kotlin
100624553,2676,2138,30,27,16,1,4,28,Kotlin
100624553,2676,2138,30,27,17,1,5,31,Kotlin
100624553,2676,2138,30,27,18,1,6,14,Kotlin
100624553,2676,2138,30,27,19,1,7,20,Kotlin
100624553,2676,2138,30,27,20,1,8,13,Kotlin
100624553,2676,2138,30,27,21,1,9,15,Kotlin
100624553,2676,2138,30,27,22,1,10,16,Kotlin
100624553,2676,2138,30,27,23,1,11,17,Kotlin
100624553,2676,2138,30,27,24,1,12,6,Kotlin
100982449,2234,2228,30,345,1,0,0,55,Go
100982449,2234,2228,30,345,2,0,0,25,Go
100982449,2234,2228,30,345,3,0,0,29,Go
100982449,2234,2228,30,345,4,0,0,57,Go
100982449,2234,2228,30,345,5,0,0,32,Go
100982449,2234,2228,30,345,6,0,0,45,Go
100982449,2234,2228,30,345,7,0,0,55,Go
100982449,2234,2228,30,345,8,0,0,53,Go
100982449,2234,2228,30,345,9,0,0,32,Go
100982449,2234,2228,30,345,10,0,0,60,Go
100982449,2234,2228,30,345,11,0,0,43,Go
100982449,2234,2228,30,345,12,0,0,87,Go
100982449,2234,2228,30,345,13,1,1,228,Go
100982449,2234,2228,30,345,14,1,2,219,Go
100982449,2234,2228,30,345,15,1,3,273,Go
100982449,2234,2228,30,345,16,1,4,223,Go
100982449,2234,2228,30,345,17,1,5,194,Go
100982449,2234,2228,30,345,18,1,6,415,Go
100982449,2234,2228,30,345,19,1,7,235,Go
100982449,2234,2228,30,345,20,1,8,253,Go
100982449,2234,2228,30,345,21,1,9,234,Go
100982449,2234,2228,30,345,22,1,10,204,Go
100982449,2234,2228,30,345,23,1,11,219,Go
100982449,2234,2228,30,345,24,1,12,139,Go
10113030,923,782,84,70,1,0,0,2,Java
10113030,923,782,84,70,2,0,0,15,Java
10113030,923,782,84,70,3,0,0,20,Java
10113030,923,782,84,70,4,0,0,1,Java
10113030,923,782,84,70,5,0,0,4,Java
10113030,923,782,84,70,6,0,0,1,Java
10113030,923,782,84,70,7,0,0,29,Java
10113030,923,782,84,70,8,0,0,52,Java
10113030,923,782,84,70,9,0,0,8,Java
10113030,923,782,84,70,10,0,0,6,Java
10113030,923,782,84,70,11,0,0,39,Java
10113030,923,782,84,70,12,0,0,34,Java
10113030,923,782,84,70,13,1,1,16,Java
10113030,923,782,84,70,14,1,2,22,Java
10113030,923,782,84,70,15,1,3,17,Java
10113030,923,782,84,70,16,1,4,6,Java
10113030,923,782,84,70,17,1,5,4,Java
10113030,923,782,84,70,18,1,6,3,Java
10113030,923,782,84,70,19,1,7,13,Java
10113030,923,782,84,70,20,1,8,6,Java
10113030,923,782,84,70,21,1,9,3,Java
10113030,923,782,84,70,22,1,10,7,Java
10113030,923,782,84,70,23,1,11,2,Java
10113030,923,782,84,70,24,1,12,1,Java
101394335,2273,2216,29,251,1,0,0,174,TypeScript
101394335,2273,2216,29,251,2,0,0,218,TypeScript
101394335,2273,2216,29,251,3,0,0,160,TypeScript
101394335,2273,2216,29,251,4,0,0,273,TypeScript
101394335,2273,2216,29,251,5,0,0,198,TypeScript
101394335,2273,2216,29,251,6,0,0,280,TypeScript
101394335,2273,2216,29,251,7,0,0,309,TypeScript
101394335,2273,2216,29,251,8,0,0,257,TypeScript
101394335,2273,2216,29,251,9,0,0,186,TypeScript
101394335,2273,2216,29,251,10,0,0,159,TypeScript
101394335,2273,2216,29,251,11,0,0,155,TypeScript
101394335,2273,2216,29,251,12,0,0,216,TypeScript
101394335,2273,2216,29,251,13,1,1,71,TypeScript
101394335,2273,2216,29,251,14,1,2,124,TypeScript
101394335,2273,2216,29,251,15,1,3,244,TypeScript
101394335,2273,2216,29,251,16,1,4,193,TypeScript
101394335,2273,2216,29,251,17,1,5,199,TypeScript
101394335,2273,2216,29,251,18,1,6,213,TypeScript
101394335,2273,2216,29,251,19,1,7,192,TypeScript
101394335,2273,2216,29,251,20,1,8,105,TypeScript
101394335,2273,2216,29,251,21,1,9,188,TypeScript
101394335,2273,2216,29,251,22,1,10,95,TypeScript
101394335,2273,2216,29,251,23,1,11,117,TypeScript
101394335,2273,2216,29,251,24,1,12,193,TypeScript
101643617,12137,11729,29,41,1,0,0,24,C++
101643617,12137,11729,29,41,2,0,0,46,C++
101643617,12137,11729,29,41,3,0,0,11,C++
101643617,12137,11729,29,41,4,0,0,33,C++
101643617,12137,11729,29,41,5,0,0,10,C++
101643617,12137,11729,29,41,6,0,0,21,C++
101643617,12137,11729,29,41,7,0,0,29,C++
101643617,12137,11729,29,41,8,0,0,7,C++
101643617,12137,11729,29,41,9,0,0,5,C++
101643617,12137,11729,29,41,10,0,0,96,C++
101643617,12137,11729,29,41,11,0,0,38,C++
101643617,12137,11729,29,41,12,0,0,46,C++
101643617,12137,11729,29,41,13,1,1,12,C++
101643617,12137,11729,29,41,14,1,2,63,C++
101643617,12137,11729,29,41,15,1,3,84,C++
101643617,12137,11729,29,41,16,1,4,138,C++
101643617,12137,11729,29,41,17,1,5,25,C++
101643617,12137,11729,29,41,18,1,6,12,C++
101643617,12137,11729,29,41,19,1,7,32,C++
101643617,12137,11729,29,41,20,1,8,7,C++
101643617,12137,11729,29,41,21,1,9,8,C++
101643617,12137,11729,29,41,22,1,10,15,C++
101643617,12137,11729,29,41,23,1,11,36,C++
101643617,12137,11729,29,41,24,1,12,5,C++
101767772,7967,7480,29,232,1,0,0,2,Rust
101767772,7967,7480,29,232,2,0,0,6,Rust
101767772,7967,7480,29,232,3,0,0,6,Rust
101767772,7967,7480,29,232,4,0,0,23,Rust
101767772,7967,7480,29,232,5,0,0,30,Rust
101767772,7967,7480,29,232,6,0,0,21,Rust
101767772,7967,7480,29,232,7,0,0,16,Rust
101767772,7967,7480,29,232,8,0,0,47,Rust
101767772,7967,7480,29,232,9,0,0,61,Rust
101767772,7967,7480,29,232,10,0,0,84,Rust
101767772,7967,7480,29,232,11,0,0,56,Rust
101767772,7967,7480,29,232,12,0,0,154,Rust
101767772,7967,7480,29,232,13,1,1,145,Rust
101767772,7967,7480,29,232,14,1,2,139,Rust
101767772,7967,7480,29,232,15,1,3,226,Rust
101767772,7967,7480,29,232,16,1,4,186,Rust
101767772,7967,7480,29,232,17,1,5,123,Rust
101767772,7967,7480,29,232,18,1,6,137,Rust
101767772,7967,7480,29,232,19,1,7,126,Rust
101767772,7967,7480,29,232,20,1,8,80,Rust
101767772,7967,7480,29,232,21,1,9,62,Rust
101767772,7967,7480,29,232,22,1,10,80,Rust
101767772,7967,7480,29,232,23,1,11,106,Rust
101767772,7967,7480,29,232,24,1,12,76,Rust
101782647,1809,1791,29,231,1,0,0,29,Python
101782647,1809,1791,29,231,2,0,0,72,Python
101782647,1809,1791,29,231,3,0,0,54,Python
101782647,1809,1791,29,231,4,0,0,40,Python
101782647,1809,1791,29,231,5,0,0,86,Python
101782647,1809,1791,29,231,6,0,0,62,Python
101782647,1809,1791,29,231,7,0,0,67,Python
101782647,1809,1791,29,231,8,0,0,102,Python
101782647,1809,1791,29,231,9,0,0,120,Python
101782647,1809,1791,29,231,10,0,0,99,Python
101782647,1809,1791,29,231,11,0,0,55,Python
101782647,1809,1791,29,231,12,0,0,93,Python
101782647,1809,1791,29,231,13,1,1,84,Python
101782647,1809,1791,29,231,14,1,2,71,Python
101782647,1809,1791,29,231,15,1,3,120,Python
101782647,1809,1791,29,231,16,1,4,120,Python
101782647,1809,1791,29,231,17,1,5,94,Python
101782647,1809,1791,29,231,18,1,6,34,Python
101782647,1809,1791,29,231,19,1,7,69,Python
101782647,1809,1791,29,231,20,1,8,95,Python
101782647,1809,1791,29,231,21,1,9,74,Python
101782647,1809,1791,29,231,22,1,10,115,Python
101782647,1809,1791,29,231,23,1,11,93,Python
101782647,1809,1791,29,231,24,1,12,62,Python
102217920,981,778,32,92,1,0,0,37,TypeScript
102217920,981,778,32,92,2,0,0,14,TypeScript
102217920,981,778,32,92,3,0,0,21,TypeScript
102217920,981,778,32,92,4,0,0,7,TypeScript
102217920,981,778,32,92,5,0,0,32,TypeScript
102217920,981,778,32,92,6,0,0,38,TypeScript
102217920,981,778,32,92,7,0,0,36,TypeScript
102217920,981,778,32,92,8,0,0,25,TypeScript
102217920,981,778,32,92,9,0,0,12,TypeScript
102217920,981,778,32,92,10,0,0,5,TypeScript
102217920,981,778,32,92,11,0,0,47,TypeScript
102217920,981,778,32,92,12,0,0,13,TypeScript
102217920,981,778,32,92,13,1,1,24,TypeScript
102217920,981,778,32,92,14,1,2,27,TypeScript
102217920,981,778,32,92,15,1,3,21,TypeScript
102217920,981,778,32,92,16,1,4,15,TypeScript
102217920,981,778,32,92,17,1,5,31,TypeScript
102217920,981,778,32,92,18,1,6,14,TypeScript
102217920,981,778,32,92,19,1,7,17,TypeScript
102217920,981,778,32,92,20,1,8,13,TypeScript
102217920,981,778,32,92,21,1,9,14,TypeScript
102217920,981,778,32,92,22,1,10,8,TypeScript
102217920,981,778,32,92,23,1,11,15,TypeScript
102217920,981,778,32,92,24,1,12,11,TypeScript
102578345,3088,2897,29,212,1,0,0,110,C
102578345,3088,2897,29,212,2,0,0,27,C
102578345,3088,2897,29,212,3,0,0,30,C
102578345,3088,2897,29,212,4,0,0,28,C
102578345,3088,2897,29,212,5,0,0,126,C
102578345,3088,2897,29,212,6,0,0,56,C
102578345,3088,2897,29,212,7,0,0,30,C
102578345,3088,2897,29,212,8,0,0,45,C
102578345,3088,2897,29,212,9,0,0,48,C
102578345,3088,2897,29,212,10,0,0,148,C
102578345,3088,2897,29,212,11,0,0,382,C
102578345,3088,2897,29,212,12,0,0,215,C
102578345,3088,2897,29,212,13,1,1,179,C
102578345,3088,2897,29,212,14,1,2,572,C
102578345,3088,2897,29,212,15,1,3,667,C
102578345,3088,2897,29,212,16,1,4,281,C
102578345,3088,2897,29,212,17,1,5,161,C
102578345,3088,2897,29,212,18,1,6,150,C
102578345,3088,2897,29,212,19,1,7,479,C
102578345,3088,2897,29,212,20,1,8,93,C
102578345,3088,2897,29,212,21,1,9,121,C
102578345,3088,2897,29,212,22,1,10,106,C
102578345,3088,2897,29,212,23,1,11,74,C
102578345,3088,2897,29,212,24,1,12,132,C
10270722,1353,1353,81,373,1,0,0,24,Go
10270722,1353,1353,81,373,2,0,0,20,Go
10270722,1353,1353,81,373,3,0,0,15,Go
10270722,1353,1353,81,373,4,0,0,17,Go
10270722,1353,1353,81,373,5,0,0,15,Go
10270722,1353,1353,81,373,6,0,0,15,Go
10270722,1353,1353,81,373,7,0,0,39,Go
10270722,1353,1353,81,373,8,0,0,12,Go
10270722,1353,1353,81,373,9,0,0,21,Go
10270722,1353,1353,81,373,10,0,0,16,Go
10270722,1353,1353,81,373,11,0,0,13,Go
10270722,1353,1353,81,373,12,0,0,48,Go
10270722,1353,1353,81,373,13,1,1,49,Go
10270722,1353,1353,81,373,14,1,2,48,Go
10270722,1353,1353,81,373,15,1,3,26,Go
10270722,1353,1353,81,373,16,1,4,40,Go
10270722,1353,1353,81,373,17,1,5,25,Go
10270722,1353,1353,81,373,18,1,6,15,Go
10270722,1353,1353,81,373,19,1,7,13,Go
10270722,1353,1353,81,373,20,1,8,28,Go
10270722,1353,1353,81,373,21,1,9,9,Go
10270722,1353,1353,81,373,22,1,10,4,Go
10270722,1353,1353,81,373,23,1,11,11,Go
10270722,1353,1353,81,373,24,1,12,126,Go
102908804,728,728,28,48,1,0,0,15,Python
102908804,728,728,28,48,2,0,0,62,Python
102908804,728,728,28,48,3,0,0,24,Python
102908804,728,728,28,48,4,0,0,23,Python
102908804,728,728,28,48,5,0,0,48,Python
102908804,728,728,28,48,6,0,0,53,Python
102908804,728,728,28,48,7,0,0,52,Python
102908804,728,728,28,48,8,0,0,27,Python
102908804,728,728,28,48,9,0,0,34,Python
102908804,728,728,28,48,10,0,0,27,Python
102908804,728,728,28,48,11,0,0,24,Python
102908804,728,728,28,48,12,0,0,27,Python
102908804,728,728,28,48,13,1,1,8,Python
102908804,728,728,28,48,14,1,2,12,Python
102908804,728,728,28,48,15,1,3,16,Python
102908804,728,728,28,48,16,1,4,46,Python
102908804,728,728,28,48,17,1,5,115,Python
102908804,728,728,28,48,18,1,6,38,Python
102908804,728,728,28,48,19,1,7,47,Python
102908804,728,728,28,48,20,1,8,29,Python
102908804,728,728,28,48,21,1,9,40,Python
102908804,728,728,28,48,22,1,10,37,Python
102908804,728,728,28,48,23,1,11,24,Python
102908804,728,728,28,48,24,1,12,28,Python
103043228,730,645,29,20,1,0,0,8,C#
103043228,730,645,29,20,2,0,0,5,C#
103043228,730,645,29,20,3,0,0,6,C#
103043228,730,645,29,20,4,0,0,9,C#
103043228,730,645,29,20,5,0,0,8,C#
103043228,730,645,29,20,6,0,0,4,C#
103043228,730,645,29,20,7,0,0,10,C#
103043228,730,645,29,20,8,0,0,5,C#
103043228,730,645,29,20,9,0,0,4,C#
103043228,730,645,29,20,10,0,0,8,C#
103043228,730,645,29,20,11,0,0,12,C#
103043228,730,645,29,20,12,0,0,3,C#
103043228,730,645,29,20,13,1,1,7,C#
103043228,730,645,29,20,14,1,2,14,C#
103043228,730,645,29,20,15,1,3,19,C#
103043228,730,645,29,20,16,1,4,10,C#
103043228,730,645,29,20,17,1,5,11,C#
103043228,730,645,29,20,18,1,6,12,C#
103043228,730,645,29,20,19,1,7,9,C#
103043228,730,645,29,20,20,1,8,5,C#
103043228,730,645,29,20,21,1,9,9,C#
103043228,730,645,29,20,22,1,10,11,C#
103043228,730,645,29,20,23,1,11,11,C#
103043228,730,645,29,20,24,1,12,13,C#
103071520,7287,5636,31,153,1,0,0,3,Python
103071520,7287,5636,31,153,2,0,0,43,Python
103071520,7287,5636,31,153,3,0,0,16,Python
103071520,7287,5636,31,153,4,0,0,35,Python
103071520,7287,5636,31,153,5,0,0,41,Python
103071520,7287,5636,31,153,6,0,0,79,Python
103071520,7287,5636,31,153,7,0,0,80,Python
103071520,7287,5636,31,153,8,0,0,100,Python
103071520,7287,5636,31,153,9,0,0,58,Python
103071520,7287,5636,31,153,10,0,0,40,Python
103071520,7287,5636,31,153,11,0,0,51,Python
103071520,7287,5636,31,153,12,0,0,103,Python
103071520,7287,5636,31,153,13,1,1,86,Python
103071520,7287,5636,31,153,14,1,2,164,Python
103071520,7287,5636,31,153,15,1,3,146,Python
103071520,7287,5636,31,153,16,1,4,98,Python
103071520,7287,5636,31,153,17,1,5,116,Python
103071520,7287,5636,31,153,18,1,6,75,Python
103071520,7287,5636,31,153,19,1,7,72,Python
103071520,7287,5636,31,153,20,1,8,47,Python
103071520,7287,5636,31,153,21,1,9,121,Python
103071520,7287,5636,31,153,22,1,10,71,Python
103071520,7287,5636,31,153,23,1,11,188,Python
103071520,7287,5636,31,153,24,1,12,56,Python
10332822,40000,34130,81,232,1,0,0,14,Python
10332822,40000,34130,81,232,2,0,0,7,Python
10332822,40000,34130,81,232,3,0,0,13,Python
10332822,40000,34130,81,232,4,0,0,17,Python
10332822,40000,34130,81,232,5,0,0,28,Python
10332822,40000,34130,81,232,6,0,0,21,Python
10332822,40000,34130,81,232,7,0,0,11,Python
10332822,40000,34130,81,232,8,0,0,9,Python
10332822,40000,34130,81,232,9,0,0,12,Python
10332822,40000,34130,81,232,10,0,0,18,Python
10332822,40000,34130,81,232,11,0,0,13,Python
10332822,40000,34130,81,232,12,0,0,8,Python
10332822,40000,34130,81,232,13,1,1,10,Python
10332822,40000,34130,81,232,14,1,2,16,Python
10332822,40000,34130,81,232,15,1,3,16,Python
10332822,40000,34130,81,232,16,1,4,14,Python
10332822,40000,34130,81,232,17,1,5,27,Python
10332822,40000,34130,81,232,18,1,6,15,Python
10332822,40000,34130,81,232,19,1,7,18,Python
10332822,40000,34130,81,232,20,1,8,12,Python
10332822,40000,34130,81,232,21,1,9,24,Python
10332822,40000,34130,81,232,22,1,10,30,Python
10332822,40000,34130,81,232,23,1,11,28,Python
10332822,40000,34130,81,232,24,1,12,23,Python
103513062,1401,1252,31,30,1,0,0,35,Python
103513062,1401,1252,31,30,2,0,0,32,Python
103513062,1401,1252,31,30,3,0,0,37,Python
103513062,1401,1252,31,30,4,0,0,42,Python
103513062,1401,1252,31,30,5,0,0,28,Python
103513062,1401,1252,31,30,6,0,0,33,Python
103513062,1401,1252,31,30,7,0,0,27,Python
103513062,1401,1252,31,30,8,0,0,31,Python
103513062,1401,1252,31,30,9,0,0,55,Python
103513062,1401,1252,31,30,10,0,0,33,Python
103513062,1401,1252,31,30,11,0,0,7,Python
103513062,1401,1252,31,30,12,0,0,9,Python
103513062,1401,1252,31,30,13,1,1,47,Python
103513062,1401,1252,31,30,14,1,2,28,Python
103513062,1401,1252,31,30,15,1,3,36,Python
103513062,1401,1252,31,30,16,1,4,31,Python
103513062,1401,1252,31,30,17,1,5,37,Python
103513062,1401,1252,31,30,18,1,6,34,Python
103513062,1401,1252,31,30,19,1,7,36,Python
103513062,1401,1252,31,30,20,1,8,26,Python
103513062,1401,1252,31,30,21,1,9,31,Python
103513062,1401,1252,31,30,22,1,10,35,Python
103513062,1401,1252,31,30,23,1,11,38,Python
103513062,1401,1252,31,30,24,1,12,8,Python
10353211,871,703,81,36,1,0,0,6,TypeScript
10353211,871,703,81,36,2,0,0,3,TypeScript
10353211,871,703,81,36,3,0,0,14,TypeScript
10353211,871,703,81,36,4,0,0,11,TypeScript
10353211,871,703,81,36,5,0,0,10,TypeScript
10353211,871,703,81,36,6,0,0,5,TypeScript
10353211,871,703,81,36,7,0,0,4,TypeScript
10353211,871,703,81,36,8,0,0,5,TypeScript
10353211,871,703,81,36,9,0,0,9,TypeScript
10353211,871,703,81,36,10,0,0,9,TypeScript
10353211,871,703,81,36,11,0,0,4,TypeScript
10353211,871,703,81,36,12,0,0,25,TypeScript
10353211,871,703,81,36,13,1,1,4,TypeScript
10353211,871,703,81,36,14,1,2,10,TypeScript
10353211,871,703,81,36,15,1,3,18,TypeScript
10353211,871,703,81,36,16,1,4,11,TypeScript
10353211,871,703,81,36,17,1,5,10,TypeScript
10353211,871,703,81,36,18,1,6,13,TypeScript
10353211,871,703,81,36,19,1,7,7,TypeScript
10353211,871,703,81,36,20,1,8,15,TypeScript
10353211,871,703,81,36,21,1,9,7,TypeScript
10353211,871,703,81,36,22,1,10,2,TypeScript
10353211,871,703,81,36,23,1,11,7,TypeScript
10353211,871,703,81,36,24,1,12,4,TypeScript
103766152,4147,2217,28,422,1,0,0,14,Ruby
103766152,4147,2217,28,422,2,0,0,32,Ruby
103766152,4147,2217,28,422,3,0,0,27,Ruby
103766152,4147,2217,28,422,4,0,0,57,Ruby
103766152,4147,2217,28,422,5,0,0,38,Ruby
103766152,4147,2217,28,422,6,0,0,36,Ruby
103766152,4147,2217,28,422,7,0,0,42,Ruby
103766152,4147,2217,28,422,8,0,0,11,Ruby
103766152,4147,2217,28,422,9,0,0,30,Ruby
103766152,4147,2217,28,422,10,0,0,88,Ruby
103766152,4147,2217,28,422,11,0,0,44,Ruby
103766152,4147,2217,28,422,12,0,0,21,Ruby
103766152,4147,2217,28,422,13,1,1,21,Ruby
103766152,4147,2217,28,422,14,1,2,37,Ruby
103766152,4147,2217,28,422,15,1,3,27,Ruby
103766152,4147,2217,28,422,16,1,4,18,Ruby
103766152,4147,2217,28,422,17,1,5,25,Ruby
103766152,4147,2217,28,422,18,1,6,67,Ruby
103766152,4147,2217,28,422,19,1,7,36,Ruby
103766152,4147,2217,28,422,20,1,8,44,Ruby
103766152,4147,2217,28,422,21,1,9,47,Ruby
103766152,4147,2217,28,422,22,1,10,56,Ruby
103766152,4147,2217,28,422,23,1,11,60,Ruby
103766152,4147,2217,28,422,24,1,12,48,Ruby
103851485,4114,3490,28,44,1,0,0,23,TypeScript
103851485,4114,3490,28,44,2,0,0,36,TypeScript
103851485,4114,3490,28,44,3,0,0,26,TypeScript
103851485,4114,3490,28,44,4,0,0,25,TypeScript
103851485,4114,3490,28,44,5,0,0,21,TypeScript
103851485,4114,3490,28,44,6,0,0,27,TypeScript
103851485,4114,3490,28,44,7,0,0,12,TypeScript
103851485,4114,3490,28,44,8,0,0,34,TypeScript
103851485,4114,3490,28,44,9,0,0,15,TypeScript
103851485,4114,3490,28,44,10,0,0,28,TypeScript
103851485,4114,3490,28,44,11,0,0,7,TypeScript
103851485,4114,3490,28,44,12,0,0,16,TypeScript
103851485,4114,3490,28,44,13,1,1,17,TypeScript
103851485,4114,3490,28,44,14,1,2,24,TypeScript
103851485,4114,3490,28,44,15,1,3,8,TypeScript
103851485,4114,3490,28,44,16,1,4,31,TypeScript
103851485,4114,3490,28,44,17,1,5,64,TypeScript
103851485,4114,3490,28,44,18,1,6,6,TypeScript
103851485,4114,3490,28,44,19,1,7,40,TypeScript
103851485,4114,3490,28,44,20,1,8,24,TypeScript
103851485,4114,3490,28,44,21,1,9,11,TypeScript
103851485,4114,3490,28,44,22,1,10,4,TypeScript
103851485,4114,3490,28,44,23,1,11,15,TypeScript
103851485,4114,3490,28,44,24,1,12,30,TypeScript
1040867,11323,10949,112,64,1,0,0,20,JavaScript
1040867,11323,10949,112,64,2,0,0,14,JavaScript
1040867,11323,10949,112,64,3,0,0,17,JavaScript
1040867,11323,10949,112,64,4,0,0,18,JavaScript
1040867,11323,10949,112,64,5,0,0,209,JavaScript
1040867,11323,10949,112,64,6,0,0,86,JavaScript
1040867,11323,10949,112,64,7,0,0,27,JavaScript
1040867,11323,10949,112,64,8,0,0,7,JavaScript
1040867,11323,10949,112,64,9,0,0,28,JavaScript
1040867,11323,10949,112,64,10,0,0,31,JavaScript
1040867,11323,10949,112,64,11,0,0,14,JavaScript
1040867,11323,10949,112,64,12,0,0,32,JavaScript
1040867,11323,10949,112,64,13,1,1,31,JavaScript
1040867,11323,10949,112,64,14,1,2,40,JavaScript
1040867,11323,10949,112,64,15,1,3,41,JavaScript
1040867,11323,10949,112,64,16,1,4,16,JavaScript
1040867,11323,10949,112,64,17,1,5,37,JavaScript
1040867,11323,10949,112,64,18,1,6,21,JavaScript
1040867,11323,10949,112,64,19,1,7,41,JavaScript
1040867,11323,10949,112,64,20,1,8,41,JavaScript
1040867,11323,10949,112,64,21,1,9,10,JavaScript
1040867,11323,10949,112,64,22,1,10,29,JavaScript
1040867,11323,10949,112,64,23,1,11,39,JavaScript
1040867,11323,10949,112,64,24,1,12,21,JavaScript
104133653,1298,1228,28,78,1,0,0,11,TypeScript
104133653,1298,1228,28,78,2,0,0,5,TypeScript
104133653,1298,1228,28,78,3,0,0,6,TypeScript
104133653,1298,1228,28,78,4,0,0,9,TypeScript
104133653,1298,1228,28,78,5,0,0,10,TypeScript
104133653,1298,1228,28,78,6,0,0,28,TypeScript
104133653,1298,1228,28,78,7,0,0,15,TypeScript
104133653,1298,1228,28,78,8,0,0,9,TypeScript
104133653,1298,1228,28,78,9,0,0,22,TypeScript
104133653,1298,1228,28,78,10,0,0,19,TypeScript
104133653,1298,1228,28,78,11,0,0,17,TypeScript
104133653,1298,1228,28,78,12,0,0,30,TypeScript
104133653,1298,1228,28,78,13,1,1,3,TypeScript
104133653,1298,1228,28,78,14,1,2,75,TypeScript
104133653,1298,1228,28,78,15,1,3,15,TypeScript
104133653,1298,1228,28,78,16,1,4,31,TypeScript
