"pid","total_commit","total_nonmerge_commit","ageAtActions","contributorsize","time","interventionTRUE","time_after_intervention","merge_commits","language","workflow","nonmerge_commits","workflow_morethan2","job_morethan1","contributor_factor","actionsadoptage"
"100624553","2676","2138","30","27","1","0","0","11","Kotlin","5","42","1",,"2","12"
"100624553","2676","2138","30","27","2","0","0","9","Kotlin","5","41","1",,"2","12"
"100624553","2676","2138","30","27","3","0","0","8","Kotlin","5","41","1",,"2","12"
"100624553","2676","2138","30","27","4","0","0","16","Kotlin","5","72","1",,"2","12"
"100624553","2676","2138","30","27","5","0","0","5","Kotlin","5","36","1",,"2","12"
"100624553","2676","2138","30","27","6","0","0","24","Kotlin","5","90","1",,"2","12"
"100624553","2676","2138","30","27","7","0","0","14","Kotlin","5","43","1",,"2","12"
"100624553","2676","2138","30","27","8","0","0","57","Kotlin","5","130","1",,"2","12"
"100624553","2676","2138","30","27","9","0","0","26","Kotlin","5","65","1",,"2","12"
"100624553","2676","2138","30","27","10","0","0","20","Kotlin","5","59","1",,"2","12"
"100624553","2676","2138","30","27","11","0","0","24","Kotlin","5","76","1",,"2","12"
"100624553","2676","2138","30","27","12","0","0","12","Kotlin","5","36","1",,"2","12"
"100624553","2676","2138","30","27","13","1","1","7","Kotlin","5","48","1",,"2","12"
"100624553","2676","2138","30","27","14","1","2","9","Kotlin","5","26","1",,"2","12"
"100624553","2676","2138","30","27","15","1","3","17","Kotlin","5","70","1",,"2","12"
"100624553","2676","2138","30","27","16","1","4","22","Kotlin","5","45","1",,"2","12"
"100624553","2676","2138","30","27","17","1","5","7","Kotlin","5","51","1",,"2","12"
"100624553","2676","2138","30","27","18","1","6","9","Kotlin","5","26","1",,"2","12"
"100624553","2676","2138","30","27","19","1","7","2","Kotlin","5","22","1",,"2","12"
"100624553","2676","2138","30","27","20","1","8","4","Kotlin","5","16","1",,"2","12"
"100624553","2676","2138","30","27","21","1","9","2","Kotlin","5","19","1",,"2","12"
"100624553","2676","2138","30","27","22","1","10","7","Kotlin","5","36","1",,"2","12"
"100624553","2676","2138","30","27","23","1","11","8","Kotlin","5","40","1",,"2","12"
"100624553","2676","2138","30","27","24","1","12","1","Kotlin","5","22","1",,"2","12"
"10332822","40000","34130","81","232","1","0","0","12","Python","3","62","1","1","6","13"
"10332822","40000","34130","81","232","2","0","0","4","Python","3","81","1","1","6","13"
"10332822","40000","34130","81","232","3","0","0","9","Python","3","74","1","1","6","13"
"10332822","40000","34130","81","232","4","0","0","13","Python","3","260","1","1","6","13"
"10332822","40000","34130","81","232","5","0","0","26","Python","3","248","1","1","6","13"
"10332822","40000","34130","81","232","6","0","0","18","Python","3","202","1","1","6","13"
"10332822","40000","34130","81","232","7","0","0","9","Python","3","117","1","1","6","13"
"10332822","40000","34130","81","232","8","0","0","8","Python","3","68","1","1","6","13"
"10332822","40000","34130","81","232","9","0","0","5","Python","3","79","1","1","6","13"
"10332822","40000","34130","81","232","10","0","0","14","Python","3","585","1","1","6","13"
"10332822","40000","34130","81","232","11","0","0","12","Python","3","281","1","1","6","13"
"10332822","40000","34130","81","232","12","0","0","6","Python","3","153","1","1","6","13"
"10332822","40000","34130","81","232","13","1","1","9","Python","3","106","1","1","6","13"
"10332822","40000","34130","81","232","14","1","2","14","Python","3","162","1","1","6","13"
"10332822","40000","34130","81","232","15","1","3","15","Python","3","155","1","1","6","13"
"10332822","40000","34130","81","232","16","1","4","10","Python","3","141","1","1","6","13"
"10332822","40000","34130","81","232","17","1","5","26","Python","3","151","1","1","6","13"
"10332822","40000","34130","81","232","18","1","6","15","Python","3","91","1","1","6","13"
"10332822","40000","34130","81","232","19","1","7","14","Python","3","73","1","1","6","13"
"10332822","40000","34130","81","232","20","1","8","10","Python","3","510","1","1","6","13"
"10332822","40000","34130","81","232","21","1","9","18","Python","3","203","1","1","6","13"
"10332822","40000","34130","81","232","22","1","10","28","Python","3","337","1","1","6","13"
"10332822","40000","34130","81","232","23","1","11","23","Python","3","239","1","1","6","13"
"10332822","40000","34130","81","232","24","1","12","23","Python","3","339","1","1","6","13"
"10353211","871","703","81","36","1","0","0","1","TypeScript","2","27","0","0","2","13"
"10353211","871","703","81","36","2","0","0","2","TypeScript","2","8","0","0","2","13"
"10353211","871","703","81","36","3","0","0","2","TypeScript","2","19","0","0","2","13"
"10353211","871","703","81","36","4","0","0","2","TypeScript","2","8","0","0","2","13"
"10353211","871","703","81","36","5","0","0","5","TypeScript","2","11","0","0","2","13"
"10353211","871","703","81","36","6","0","0","4","TypeScript","2","8","0","0","2","13"
"10353211","871","703","81","36","7","0","0","3","TypeScript","2","6","0","0","2","13"
"10353211","871","703","81","36","8","0","0","5","TypeScript","2","9","0","0","2","13"
"10353211","871","703","81","36","9","0","0","5","TypeScript","2","7","0","0","2","13"
"10353211","871","703","81","36","10","0","0","2","TypeScript","2","11","0","0","2","13"
"10353211","871","703","81","36","11","0","0","1","TypeScript","2","2","0","0","2","13"
"10353211","871","703","81","36","12","0","0","6","TypeScript","2","13","0","0","2","13"
"10353211","871","703","81","36","13","1","1","1","TypeScript","2","2","0","0","2","13"
"10353211","871","703","81","36","14","1","2","2","TypeScript","2","5","0","0","2","13"
"10353211","871","703","81","36","15","1","3","10","TypeScript","2","25","0","0","2","13"
"10353211","871","703","81","36","16","1","4","1","TypeScript","2","27","0","0","2","13"
"10353211","871","703","81","36","17","1","5","5","TypeScript","2","27","0","0","2","13"
"10353211","871","703","81","36","18","1","6","6","TypeScript","2","11","0","0","2","13"
"10353211","871","703","81","36","19","1","7","3","TypeScript","2","18","0","0","2","13"
"10353211","871","703","81","36","20","1","8","2","TypeScript","2","48","0","0","2","13"
"10353211","871","703","81","36","21","1","9","6","TypeScript","2","13","0","0","2","13"
"10353211","871","703","81","36","22","1","10","1","TypeScript","2","2","0","0","2","13"
"10353211","871","703","81","36","23","1","11","3","TypeScript","2","7","0","0","2","13"
"10353211","871","703","81","36","24","1","12","2","TypeScript","2","10","0","0","2","13"
"103766152","4147","2217","28","422","1","0","0","16","Ruby","6","10","1",,"9","13"
"103766152","4147","2217","28","422","2","0","0","26","Ruby","6","48","1",,"9","13"
"103766152","4147","2217","28","422","3","0","0","33","Ruby","6","53","1",,"9","13"
"103766152","4147","2217","28","422","4","0","0","73","Ruby","6","39","1",,"9","13"
"103766152","4147","2217","28","422","5","0","0","49","Ruby","6","58","1",,"9","13"
"103766152","4147","2217","28","422","6","0","0","48","Ruby","6","56","1",,"9","13"
"103766152","4147","2217","28","422","7","0","0","40","Ruby","6","34","1",,"9","13"
"103766152","4147","2217","28","422","8","0","0","7","Ruby","6","10","1",,"9","13"
"103766152","4147","2217","28","422","9","0","0","15","Ruby","6","25","1",,"9","13"
"103766152","4147","2217","28","422","10","0","0","133","Ruby","6","75","1",,"9","13"
"103766152","4147","2217","28","422","11","0","0","52","Ruby","6","53","1",,"9","13"
"103766152","4147","2217","28","422","12","0","0","29","Ruby","6","36","1",,"9","13"
"103766152","4147","2217","28","422","13","1","1","22","Ruby","6","46","1",,"9","13"
"103766152","4147","2217","28","422","14","1","2","37","Ruby","6","31","1",,"9","13"
"103766152","4147","2217","28","422","15","1","3","60","Ruby","6","81","1",,"9","13"
"103766152","4147","2217","28","422","16","1","4","27","Ruby","6","24","1",,"9","13"
"103766152","4147","2217","28","422","17","1","5","31","Ruby","6","48","1",,"9","13"
"103766152","4147","2217","28","422","18","1","6","69","Ruby","6","51","1",,"9","13"
"103766152","4147","2217","28","422","19","1","7","67","Ruby","6","85","1",,"9","13"
"103766152","4147","2217","28","422","20","1","8","45","Ruby","6","51","1",,"9","13"
"103766152","4147","2217","28","422","21","1","9","57","Ruby","6","56","1",,"9","13"
"103766152","4147","2217","28","422","22","1","10","80","Ruby","6","99","1",,"9","13"
"103766152","4147","2217","28","422","23","1","11","86","Ruby","6","67","1",,"9","13"
"103766152","4147","2217","28","422","24","1","12","52","Ruby","6","66","1",,"9","13"
"103851485","4114","3490","28","44","1","0","0","17","TypeScript","5","112","1","0","2","13"
"103851485","4114","3490","28","44","2","0","0","23","TypeScript","5","92","1","0","2","13"
"103851485","4114","3490","28","44","3","0","0","17","TypeScript","5","70","1","0","2","13"
"103851485","4114","3490","28","44","4","0","0","12","TypeScript","5","64","1","0","2","13"
"103851485","4114","3490","28","44","5","0","0","16","TypeScript","5","71","1","0","2","13"
"103851485","4114","3490","28","44","6","0","0","12","TypeScript","5","96","1","0","2","13"
"103851485","4114","3490","28","44","7","0","0","9","TypeScript","5","151","1","0","2","13"
"103851485","4114","3490","28","44","8","0","0","24","TypeScript","5","71","1","0","2","13"
"103851485","4114","3490","28","44","9","0","0","4","TypeScript","5","21","1","0","2","13"
"103851485","4114","3490","28","44","10","0","0","14","TypeScript","5","46","1","0","2","13"
"103851485","4114","3490","28","44","11","0","0","7","TypeScript","5","50","1","0","2","13"
"103851485","4114","3490","28","44","12","0","0","14","TypeScript","5","70","1","0","2","13"
"103851485","4114","3490","28","44","13","1","1","15","TypeScript","5","52","1","0","2","13"
"103851485","4114","3490","28","44","14","1","2","14","TypeScript","5","52","1","0","2","13"
"103851485","4114","3490","28","44","15","1","3","6","TypeScript","5","35","1","0","2","13"
"103851485","4114","3490","28","44","16","1","4","19","TypeScript","5","63","1","0","2","13"
"103851485","4114","3490","28","44","17","1","5","33","TypeScript","5","153","1","0","2","13"
"103851485","4114","3490","28","44","18","1","6","4","TypeScript","5","51","1","0","2","13"
"103851485","4114","3490","28","44","19","1","7","28","TypeScript","5","95","1","0","2","13"
"103851485","4114","3490","28","44","20","1","8","10","TypeScript","5","87","1","0","2","13"
"103851485","4114","3490","28","44","21","1","9","11","TypeScript","5","72","1","0","2","13"
"103851485","4114","3490","28","44","22","1","10","2","TypeScript","5","21","1","0","2","13"
"103851485","4114","3490","28","44","23","1","11","14","TypeScript","5","68","1","0","2","13"
"103851485","4114","3490","28","44","24","1","12","17","TypeScript","5","82","1","0","2","13"
"1049088","9339","7679","112","146","1","0","0","71","C++","6","142","1","0","4","13"
"1049088","9339","7679","112","146","2","0","0","60","C++","6","144","1","0","4","13"
"1049088","9339","7679","112","146","3","0","0","39","C++","6","160","1","0","4","13"
"1049088","9339","7679","112","146","4","0","0","23","C++","6","31","1","0","4","13"
"1049088","9339","7679","112","146","5","0","0","3","C++","6","13","1","0","4","13"
"1049088","9339","7679","112","146","6","0","0","9","C++","6","44","1","0","4","13"
"1049088","9339","7679","112","146","7","0","0","6","C++","6","27","1","0","4","13"
"1049088","9339","7679","112","146","8","0","0","18","C++","6","48","1","0","4","13"
"1049088","9339","7679","112","146","9","0","0","16","C++","6","35","1","0","4","13"
"1049088","9339","7679","112","146","10","0","0","4","C++","6","30","1","0","4","13"
"1049088","9339","7679","112","146","11","0","0","14","C++","6","41","1","0","4","13"
"1049088","9339","7679","112","146","12","0","0","8","C++","6","32","1","0","4","13"
"1049088","9339","7679","112","146","13","1","1","6","C++","6","18","1","0","4","13"
"1049088","9339","7679","112","146","14","1","2","9","C++","6","12","1","0","4","13"
"1049088","9339","7679","112","146","15","1","3","6","C++","6","36","1","0","4","13"
"1049088","9339","7679","112","146","16","1","4","4","C++","6","36","1","0","4","13"
"1049088","9339","7679","112","146","17","1","5","30","C++","6","92","1","0","4","13"
"1049088","9339","7679","112","146","18","1","6","5","C++","6","10","1","0","4","13"
"1049088","9339","7679","112","146","19","1","7","16","C++","6","77","1","0","4","13"
"1049088","9339","7679","112","146","20","1","8","24","C++","6","65","1","0","4","13"
"1049088","9339","7679","112","146","21","1","9","18","C++","6","60","1","0","4","13"
"1049088","9339","7679","112","146","22","1","10","4","C++","6","10","1","0","4","13"
"1049088","9339","7679","112","146","23","1","11","23","C++","6","38","1","0","4","13"
"1049088","9339","7679","112","146","24","1","12","28","C++","6","59","1","0","4","13"
"105262714","1451","1041","30","216","1","0","0","8","Go","4","29","1","1","5","11"
"105262714","1451","1041","30","216","2","0","0","13","Go","4","32","1","1","5","11"
"105262714","1451","1041","30","216","3","0","0","12","Go","4","48","1","1","5","11"
"105262714","1451","1041","30","216","4","0","0","13","Go","4","66","1","1","5","11"
"105262714","1451","1041","30","216","5","0","0","15","Go","4","40","1","1","5","11"
"105262714","1451","1041","30","216","6","0","0","23","Go","4","29","1","1","5","11"
"105262714","1451","1041","30","216","7","0","0","4","Go","4","9","1","1","5","11"
"105262714","1451","1041","30","216","8","0","0","16","Go","4","28","1","1","5","11"
"105262714","1451","1041","30","216","9","0","0","12","Go","4","24","1","1","5","11"
"105262714","1451","1041","30","216","10","0","0","7","Go","4","11","1","1","5","11"
"105262714","1451","1041","30","216","11","0","0","4","Go","4","5","1","1","5","11"
"105262714","1451","1041","30","216","12","0","0","10","Go","4","18","1","1","5","11"
"105262714","1451","1041","30","216","13","1","1","6","Go","4","18","1","1","5","11"
"105262714","1451","1041","30","216","14","1","2","2","Go","4","29","1","1","5","11"
"105262714","1451","1041","30","216","15","1","3","7","Go","4","46","1","1","5","11"
"105262714","1451","1041","30","216","16","1","4","22","Go","4","58","1","1","5","11"
"105262714","1451","1041","30","216","17","1","5","11","Go","4","36","1","1","5","11"
"105262714","1451","1041","30","216","18","1","6","10","Go","4","12","1","1","5","11"
"105262714","1451","1041","30","216","19","1","7","10","Go","4","37","1","1","5","11"
"105262714","1451","1041","30","216","20","1","8","10","Go","4","43","1","1","5","11"
"105262714","1451","1041","30","216","21","1","9","9","Go","4","25","1","1","5","11"
"105262714","1451","1041","30","216","22","1","10","4","Go","4","21","1","1","5","11"
"105262714","1451","1041","30","216","23","1","11","8","Go","4","26","1","1","5","11"
"105262714","1451","1041","30","216","24","1","12","9","Go","4","21","1","1","5","11"
"109145553","11025","6877","27","263","1","0","0","81","Go","6","110","1","0","6","13"
"109145553","11025","6877","27","263","2","0","0","108","Go","6","153","1","0","6","13"
"109145553","11025","6877","27","263","3","0","0","185","Go","6","251","1","0","6","13"
"109145553","11025","6877","27","263","4","0","0","142","Go","6","200","1","0","6","13"
"109145553","11025","6877","27","263","5","0","0","117","Go","6","173","1","0","6","13"
"109145553","11025","6877","27","263","6","0","0","99","Go","6","169","1","0","6","13"
"109145553","11025","6877","27","263","7","0","0","121","Go","6","203","1","0","6","13"
"109145553","11025","6877","27","263","8","0","0","127","Go","6","189","1","0","6","13"
"109145553","11025","6877","27","263","9","0","0","117","Go","6","174","1","0","6","13"
"109145553","11025","6877","27","263","10","0","0","135","Go","6","175","1","0","6","13"
"109145553","11025","6877","27","263","11","0","0","106","Go","6","135","1","0","6","13"
"109145553","11025","6877","27","263","12","0","0","77","Go","6","90","1","0","6","13"
"109145553","11025","6877","27","263","13","1","1","140","Go","6","192","1","0","6","13"
"109145553","11025","6877","27","263","14","1","2","169","Go","6","220","1","0","6","13"
"109145553","11025","6877","27","263","15","1","3","165","Go","6","209","1","0","6","13"
"109145553","11025","6877","27","263","16","1","4","218","Go","6","293","1","0","6","13"
"109145553","11025","6877","27","263","17","1","5","198","Go","6","235","1","0","6","13"
"109145553","11025","6877","27","263","18","1","6","189","Go","6","233","1","0","6","13"
"109145553","11025","6877","27","263","19","1","7","139","Go","6","175","1","0","6","13"
"109145553","11025","6877","27","263","20","1","8","128","Go","6","132","1","0","6","13"
"109145553","11025","6877","27","263","21","1","9","161","Go","6","185","1","0","6","13"
"109145553","11025","6877","27","263","22","1","10","174","Go","6","192","1","0","6","13"
"109145553","11025","6877","27","263","23","1","11","152","Go","6","186","1","0","6","13"
"109145553","11025","6877","27","263","24","1","12","154","Go","6","171","1","0","6","13"
"109404123","4756","3285","27","96","1","0","0","36","Scala","3","110","1",,"3","13"
"109404123","4756","3285","27","96","2","0","0","36","Scala","3","88","1",,"3","13"
"109404123","4756","3285","27","96","3","0","0","8","Scala","3","100","1",,"3","13"
"109404123","4756","3285","27","96","4","0","0","51","Scala","3","96","1",,"3","13"
"109404123","4756","3285","27","96","5","0","0","31","Scala","3","82","1",,"3","13"
"109404123","4756","3285","27","96","6","0","0","18","Scala","3","38","1",,"3","13"
"109404123","4756","3285","27","96","7","0","0","44","Scala","3","114","1",,"3","13"
"109404123","4756","3285","27","96","8","0","0","19","Scala","3","19","1",,"3","13"
"109404123","4756","3285","27","96","9","0","0","21","Scala","3","53","1",,"3","13"
"109404123","4756","3285","27","96","10","0","0","33","Scala","3","96","1",,"3","13"
"109404123","4756","3285","27","96","11","0","0","41","Scala","3","81","1",,"3","13"
"109404123","4756","3285","27","96","12","0","0","62","Scala","3","126","1",,"3","13"
"109404123","4756","3285","27","96","13","1","1","87","Scala","3","183","1",,"3","13"
"109404123","4756","3285","27","96","14","1","2","55","Scala","3","108","1",,"3","13"
"109404123","4756","3285","27","96","15","1","3","67","Scala","3","131","1",,"3","13"
"109404123","4756","3285","27","96","16","1","4","54","Scala","3","111","1",,"3","13"
"109404123","4756","3285","27","96","17","1","5","57","Scala","3","109","1",,"3","13"
"109404123","4756","3285","27","96","18","1","6","51","Scala","3","67","1",,"3","13"
"109404123","4756","3285","27","96","19","1","7","42","Scala","3","63","1",,"3","13"
"109404123","4756","3285","27","96","20","1","8","52","Scala","3","69","1",,"3","13"
"109404123","4756","3285","27","96","21","1","9","41","Scala","3","54","1",,"3","13"
"109404123","4756","3285","27","96","22","1","10","33","Scala","3","45","1",,"3","13"
"109404123","4756","3285","27","96","23","1","11","64","Scala","3","108","1",,"3","13"
"109404123","4756","3285","27","96","24","1","12","46","Scala","3","59","1",,"3","13"
"11007313","29601","19735","81","302","1","0","0","158","TypeScript","1","219","0",,"7","12"
"11007313","29601","19735","81","302","2","0","0","161","TypeScript","1","318","0",,"7","12"
"11007313","29601","19735","81","302","3","0","0","158","TypeScript","1","279","0",,"7","12"
"11007313","29601","19735","81","302","4","0","0","159","TypeScript","1","266","0",,"7","12"
"11007313","29601","19735","81","302","5","0","0","142","TypeScript","1","251","0",,"7","12"
"11007313","29601","19735","81","302","6","0","0","129","TypeScript","1","216","0",,"7","12"
"11007313","29601","19735","81","302","7","0","0","111","TypeScript","1","204","0",,"7","12"
"11007313","29601","19735","81","302","8","0","0","179","TypeScript","1","264","0",,"7","12"
"11007313","29601","19735","81","302","9","0","0","117","TypeScript","1","173","0",,"7","12"
"11007313","29601","19735","81","302","10","0","0","172","TypeScript","1","320","0",,"7","12"
"11007313","29601","19735","81","302","11","0","0","143","TypeScript","1","271","0",,"7","12"
"11007313","29601","19735","81","302","12","0","0","174","TypeScript","1","337","0",,"7","12"
"11007313","29601","19735","81","302","13","1","1","178","TypeScript","1","344","0",,"7","12"
"11007313","29601","19735","81","302","14","1","2","219","TypeScript","1","324","0",,"7","12"
"11007313","29601","19735","81","302","15","1","3","164","TypeScript","1","415","0",,"7","12"
"11007313","29601","19735","81","302","16","1","4","240","TypeScript","1","439","0",,"7","12"
"11007313","29601","19735","81","302","17","1","5","155","TypeScript","1","348","0",,"7","12"
"11007313","29601","19735","81","302","18","1","6","147","TypeScript","1","287","0",,"7","12"
"11007313","29601","19735","81","302","19","1","7","136","TypeScript","1","361","0",,"7","12"
"11007313","29601","19735","81","302","20","1","8","195","TypeScript","1","436","0",,"7","12"
"11007313","29601","19735","81","302","21","1","9","211","TypeScript","1","527","0",,"7","12"
"11007313","29601","19735","81","302","22","1","10","179","TypeScript","1","437","0",,"7","12"
"11007313","29601","19735","81","302","23","1","11","210","TypeScript","1","407","0",,"7","12"
"11007313","29601","19735","81","302","24","1","12","170","TypeScript","1","293","0",,"7","12"
"11008207","23598","17340","80","256","1","0","0","47","Go","30","78","1","1","6","13"
"11008207","23598","17340","80","256","2","0","0","59","Go","30","111","1","1","6","13"
"11008207","23598","17340","80","256","3","0","0","69","Go","30","164","1","1","6","13"
"11008207","23598","17340","80","256","4","0","0","44","Go","30","73","1","1","6","13"
"11008207","23598","17340","80","256","5","0","0","53","Go","30","144","1","1","6","13"
"11008207","23598","17340","80","256","6","0","0","18","Go","30","60","1","1","6","13"
"11008207","23598","17340","80","256","7","0","0","40","Go","30","115","1","1","6","13"
"11008207","23598","17340","80","256","8","0","0","44","Go","30","83","1","1","6","13"
"11008207","23598","17340","80","256","9","0","0","74","Go","30","141","1","1","6","13"
"11008207","23598","17340","80","256","10","0","0","67","Go","30","165","1","1","6","13"
"11008207","23598","17340","80","256","11","0","0","91","Go","30","234","1","1","6","13"
"11008207","23598","17340","80","256","12","0","0","72","Go","30","109","1","1","6","13"
"11008207","23598","17340","80","256","13","1","1","78","Go","30","169","1","1","6","13"
"11008207","23598","17340","80","256","14","1","2","66","Go","30","180","1","1","6","13"
"11008207","23598","17340","80","256","15","1","3","93","Go","30","315","1","1","6","13"
"11008207","23598","17340","80","256","16","1","4","108","Go","30","323","1","1","6","13"
"11008207","23598","17340","80","256","17","1","5","51","Go","30","227","1","1","6","13"
"11008207","23598","17340","80","256","18","1","6","82","Go","30","254","1","1","6","13"
"11008207","23598","17340","80","256","19","1","7","66","Go","30","315","1","1","6","13"
"11008207","23598","17340","80","256","20","1","8","70","Go","30","249","1","1","6","13"
"11008207","23598","17340","80","256","21","1","9","96","Go","30","450","1","1","6","13"
"11008207","23598","17340","80","256","22","1","10","86","Go","30","255","1","1","6","13"
"11008207","23598","17340","80","256","23","1","11","80","Go","30","288","1","1","6","13"
"11008207","23598","17340","80","256","24","1","12","118","Go","30","341","1","1","6","13"
"1103607","30935","26133","111","301","1","0","0","53","Java","2","88","0","1","7","13"
"1103607","30935","26133","111","301","2","0","0","42","Java","2","85","0","1","7","13"
"1103607","30935","26133","111","301","3","0","0","17","Java","2","101","0","1","7","13"
"1103607","30935","26133","111","301","4","0","0","71","Java","2","105","0","1","7","13"
"1103607","30935","26133","111","301","5","0","0","32","Java","2","62","0","1","7","13"
"1103607","30935","26133","111","301","6","0","0","12","Java","2","45","0","1","7","13"
"1103607","30935","26133","111","301","7","0","0","41","Java","2","69","0","1","7","13"
"1103607","30935","26133","111","301","8","0","0","19","Java","2","47","0","1","7","13"
"1103607","30935","26133","111","301","9","0","0","42","Java","2","69","0","1","7","13"
"1103607","30935","26133","111","301","10","0","0","40","Java","2","104","0","1","7","13"
"1103607","30935","26133","111","301","11","0","0","34","Java","2","92","0","1","7","13"
"1103607","30935","26133","111","301","12","0","0","20","Java","2","53","0","1","7","13"
"1103607","30935","26133","111","301","13","1","1","32","Java","2","145","0","1","7","13"
"1103607","30935","26133","111","301","14","1","2","72","Java","2","161","0","1","7","13"
"1103607","30935","26133","111","301","15","1","3","66","Java","2","115","0","1","7","13"
"1103607","30935","26133","111","301","16","1","4","56","Java","2","137","0","1","7","13"
"1103607","30935","26133","111","301","17","1","5","33","Java","2","71","0","1","7","13"
"1103607","30935","26133","111","301","18","1","6","43","Java","2","64","0","1","7","13"
"1103607","30935","26133","111","301","19","1","7","48","Java","2","89","0","1","7","13"
"1103607","30935","26133","111","301","20","1","8","9","Java","2","23","0","1","7","13"
"1103607","30935","26133","111","301","21","1","9","10","Java","2","54","0","1","7","13"
"1103607","30935","26133","111","301","22","1","10","40","Java","2","83","0","1","7","13"
"1103607","30935","26133","111","301","23","1","11","9","Java","2","54","0","1","7","13"
"1103607","30935","26133","111","301","24","1","12","14","Java","2","103","0","1","7","13"
"111455867","13691","10540","27","67","1","0","0","39","Go","14","191","1","1","2","12"
"111455867","13691","10540","27","67","2","0","0","22","Go","14","296","1","1","2","12"
"111455867","13691","10540","27","67","3","0","0","70","Go","14","376","1","1","2","12"
"111455867","13691","10540","27","67","4","0","0","80","Go","14","336","1","1","2","12"
"111455867","13691","10540","27","67","5","0","0","60","Go","14","244","1","1","2","12"
"111455867","13691","10540","27","67","6","0","0","97","Go","14","347","1","1","2","12"
"111455867","13691","10540","27","67","7","0","0","66","Go","14","118","1","1","2","12"
"111455867","13691","10540","27","67","8","0","0","68","Go","14","318","1","1","2","12"
"111455867","13691","10540","27","67","9","0","0","116","Go","14","499","1","1","2","12"
"111455867","13691","10540","27","67","10","0","0","91","Go","14","327","1","1","2","12"
"111455867","13691","10540","27","67","11","0","0","130","Go","14","405","1","1","2","12"
"111455867","13691","10540","27","67","12","0","0","91","Go","14","483","1","1","2","12"
"111455867","13691","10540","27","67","13","1","1","108","Go","14","671","1","1","2","12"
"111455867","13691","10540","27","67","14","1","2","151","Go","14","317","1","1","2","12"
"111455867","13691","10540","27","67","15","1","3","145","Go","14","327","1","1","2","12"
"111455867","13691","10540","27","67","16","1","4","200","Go","14","564","1","1","2","12"
"111455867","13691","10540","27","67","17","1","5","114","Go","14","215","1","1","2","12"
"111455867","13691","10540","27","67","18","1","6","73","Go","14","228","1","1","2","12"
"111455867","13691","10540","27","67","19","1","7","67","Go","14","217","1","1","2","12"
"111455867","13691","10540","27","67","20","1","8","84","Go","14","189","1","1","2","12"
"111455867","13691","10540","27","67","21","1","9","82","Go","14","343","1","1","2","12"
"111455867","13691","10540","27","67","22","1","10","127","Go","14","325","1","1","2","12"
"111455867","13691","10540","27","67","23","1","11","116","Go","14","201","1","1","2","12"
"111455867","13691","10540","27","67","24","1","12","71","Go","14","93","1","1","2","12"
"11206255","2476","1730","80","175","1","0","0","5","Go","1","19","0","1","5","12"
"11206255","2476","1730","80","175","2","0","0","22","Go","1","28","0","1","5","12"
"11206255","2476","1730","80","175","3","0","0","30","Go","1","47","0","1","5","12"
"11206255","2476","1730","80","175","4","0","0","12","Go","1","13","0","1","5","12"
"11206255","2476","1730","80","175","5","0","0","5","Go","1","9","0","1","5","12"
"11206255","2476","1730","80","175","6","0","0","8","Go","1","10","0","1","5","12"
"11206255","2476","1730","80","175","7","0","0","1","Go","1","5","0","1","5","12"
"11206255","2476","1730","80","175","8","0","0","8","Go","1","21","0","1","5","12"
"11206255","2476","1730","80","175","9","0","0","9","Go","1","12","0","1","5","12"
"11206255","2476","1730","80","175","10","0","0","7","Go","1","15","0","1","5","12"
"11206255","2476","1730","80","175","11","0","0","4","Go","1","9","0","1","5","12"
"11206255","2476","1730","80","175","12","0","0","1","Go","1","2","0","1","5","12"
"11206255","2476","1730","80","175","13","1","1","19","Go","1","41","0","1","5","12"
"11206255","2476","1730","80","175","14","1","2","3","Go","1","7","0","1","5","12"
"11206255","2476","1730","80","175","15","1","3","5","Go","1","10","0","1","5","12"
"11206255","2476","1730","80","175","16","1","4","10","Go","1","16","0","1","5","12"
"11206255","2476","1730","80","175","17","1","5","4","Go","1","7","0","1","5","12"
"11206255","2476","1730","80","175","18","1","6","4","Go","1","13","0","1","5","12"
"11206255","2476","1730","80","175","19","1","7","6","Go","1","10","0","1","5","12"
"11206255","2476","1730","80","175","20","1","8","4","Go","1","10","0","1","5","12"
"11206255","2476","1730","80","175","21","1","9","3","Go","1","5","0","1","5","12"
"11206255","2476","1730","80","175","22","1","10","1","Go","1","2","0","1","5","12"
"11206255","2476","1730","80","175","23","1","11","2","Go","1","10","0","1","5","12"
"11206255","2476","1730","80","175","24","1","12","5","Go","1","6","0","1","5","12"
"112659734","2008","1571","27","100","1","0","0","47","PHP","3","209","1","1","3","12"
"112659734","2008","1571","27","100","2","0","0","16","PHP","3","32","1","1","3","12"
"112659734","2008","1571","27","100","3","0","0","11","PHP","3","54","1","1","3","12"
"112659734","2008","1571","27","100","4","0","0","12","PHP","3","55","1","1","3","12"
"112659734","2008","1571","27","100","5","0","0","7","PHP","3","22","1","1","3","12"
"112659734","2008","1571","27","100","6","0","0","18","PHP","3","40","1","1","3","12"
"112659734","2008","1571","27","100","7","0","0","23","PHP","3","63","1","1","3","12"
"112659734","2008","1571","27","100","8","0","0","16","PHP","3","54","1","1","3","12"
"112659734","2008","1571","27","100","9","0","0","15","PHP","3","46","1","1","3","12"
"112659734","2008","1571","27","100","10","0","0","16","PHP","3","30","1","1","3","12"
"112659734","2008","1571","27","100","11","0","0","15","PHP","3","30","1","1","3","12"
"112659734","2008","1571","27","100","12","0","0","6","PHP","3","25","1","1","3","12"
